brand,technology,display_colors,screen_size,screen_area,screen_to_body_ratio,screen_resolution,rear_camera,front_camera,os,external_memory,internal_memory,cpu,weight,radio,headphone_jack,length,width,high,battery_mah,battery_removable,battery_type,real_price,_4G
Lg,IPS LCD,16.0,5.2,74.5,73.8,2073600.0,13.0,2.1,Android 4.4.2,1.0,2.0,2.26,146.8,0.0,1.0,141.0,71.6,9.8,2610,1.0,Li-Ion,2.0,1.0
Lg,True HD-IPS + LCD,16.0,5.5,82.2,75.3,3686400.0,13.0,2.1,Android 4.4.2,1.0,2.0,2.5,149.0,1.0,1.0,146.3,74.6,8.9,3000,1.0,Li-Ion,2.0,1.0
Lg,True HD-IPS + LCD,16.0,5.5,83.4,76.4,3686400.0,13.0,2.1,Android 4.4.2,1.0,3.0,2.5,149.0,1.0,1.0,146.3,74.6,8.9,3000,1.0,Li-Ion,1.0,1.0
Lg,True HD-IPS + LCD,16.0,5.5,83.4,76.4,3686400.0,13.0,2.1,Android 4.4.2,1.0,3.0,2.7,154.0,0.0,1.0,146.3,74.6,9.1,3000,1.0,Li-Ion,2.0,1.0
Lg,IPS LCD,16.0,5.0,68.9,71.9,921600.0,8.0,1.3,Android 4.4.2,1.0,1.0,1.2,134.0,1.0,1.0,137.7,69.6,10.3,2540,1.0,Li-Ion,1.0,1.0
Lg,IPS LCD,16.0,5.0,68.9,71.9,921600.0,8.0,1.3,Android 4.4.2,1.0,1.0,1.2,,1.0,1.0,137.7,69.6,10.3,2540,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,5.9,96.0,74.3,2073600.0,13.0,2.1,Android 4.4.4,1.0,2.0,1.5,182.0,0.0,1.0,157.8,81.8,9.5,3000,1.0,Li-Ion,1.0,1.0
Lg,IPS LCD,16.0,5.5,83.4,73.6,518400.0,13.0,1.3,Android 4.4.2,1.0,1.0,1.3,163.0,1.0,1.0,149.3,75.9,10.2,3000,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,5.0,68.9,70.7,409920.0,8.0,1.0,Android 4.4.2,1.0,1.0,1.3,137.0,1.0,1.0,138.1,70.6,10.7,2540,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.5,57.6,66.6,384000.0,8.0,0.3,Android 4.4.2,1.0,1.0,1.2,145.0,1.0,1.0,127.5,67.9,11.9,1900,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,5.0,68.9,70.6,409920.0,8.0,1.3,Android 4.4.2,1.0,1.0,1.3,,1.0,1.0,138.2,70.6,10.7,2460,1.0,Li-Ion,0.0,0.0
Lg,,,3.0,27.9,40.9,76800.0,2.0,0.0,Android 4.4.2,1.0,0.5,1.0,,1.0,1.0,105.6,64.5,13.0,1540,1.0,Li-Ion,0.0,0.0
Lg,,,3.2,31.7,46.6,76800.0,2.0,0.0,Android 4.4.2,1.0,0.5,1.0,,1.0,1.0,105.6,64.5,13.0,1540,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,3.5,36.5,56.5,153600.0,3.15,0.0,Android 4.4.2,1.0,0.5,1.2,114.0,1.0,1.0,109.4,59.0,11.9,1540,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,3.5,36.5,56.5,153600.0,3.15,0.0,Android 4.4.2,1.0,0.5,1.2,113.4,1.0,1.0,109.4,59.0,11.9,1700,1.0,Li-Ion,0.0,0.0
Lg,,,4.0,45.5,55.9,384000.0,3.15,0.3,Android 4.4.2,1.0,0.5,1.3,142.0,1.0,1.0,124.5,65.4,12.2,1900,1.0,Li-Ion,0.0,0.0
Lg,TFT,16.0,4.3,52.6,64.0,384000.0,5.0,0.3,Android 4.4.2,1.0,0.5,1.3,119.0,1.0,1.0,124.1,66.3,11.8,1540,1.0,Li-Ion,0.0,0.0
Lg,TFT,16.0,4.3,52.6,64.0,384000.0,5.0,0.3,Android 4.4.2,1.0,0.5,1.3,,1.0,1.0,124.1,66.3,12.0,1700,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.3,52.6,61.9,384000.0,5.0,0.3,Android 4.4.2,1.0,1.0,1.2,127.0,1.0,1.0,127.2,66.8,9.5,2100,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,4.3,52.6,61.9,384000.0,5.0,0.3,Android 4.4.2,1.0,1.0,1.2,126.0,1.0,1.0,127.2,66.8,9.6,2100,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,4.5,57.6,67.8,384000.0,5.0,0.3,Android 4.4.2,1.0,1.0,1.2,124.0,1.0,1.0,127.2,66.8,9.5,2100,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,4.5,57.6,67.8,384000.0,5.0,0.3,Android 4.4.2,1.0,1.0,1.2,126.6,1.0,1.0,127.2,66.8,9.5,2100,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,5.0,71.2,69.3,384000.0,8.0,1.3,Android 4.4.2,1.0,1.0,1.2,138.0,1.0,1.0,138.2,74.3,9.7,2540,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,5.0,71.2,69.3,384000.0,5.0,0.3,Android 4.4.2,1.0,1.0,1.2,,1.0,1.0,138.2,74.3,9.7,2540,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.7,60.9,70.1,518400.0,5.0,1.3,Android 4.4.2,1.0,1.0,1.2,126.0,1.0,1.0,131.6,66.0,9.7,2540,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,4.7,60.9,70.1,518400.0,5.0,0.3,Android 4.4.2,1.0,1.0,1.2,125.0,1.0,1.0,131.6,66.0,9.7,2540,1.0,Li-Po,1.0,0.0
Lg,IPS LCD,16.0,4.7,60.9,70.1,518400.0,5.0,0.3,Android 4.4.2,1.0,1.0,1.2,123.9,0.0,1.0,131.6,66.0,9.9,2440,1.0,Li-Ion,1.0,1.0
Lg,IPS LCD,16.0,4.0,45.5,57.7,384000.0,5.0,0.3,Android 4.1.2,1.0,1.0,1.2,159.9,0.0,1.0,121.9,64.8,14.0,2460,1.0,Li-Ion,1.0,1.0
Lg,TFT,0.256,3.0,27.9,46.1,76800.0,2.0,0.0,Android 4.1.2,1.0,0.5,1.0,104.6,1.0,1.0,102.6,58.9,13.3,1540,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.7,60.9,70.1,518400.0,8.0,1.3,Android 4.4.2,1.0,1.0,1.2,136.1,1.0,1.0,131.6,66.0,10.4,3000,1.0,Li-Ion,0.0,1.0
Lg,TFT,,4.0,47.6,63.0,153600.0,5.0,0.0,Firefox OS 1.1,1.0,,1.0,122.5,0.0,1.0,113.8,66.5,9.0,1540,1.0,Li-Ion,1.0,0.0
Lg,Curved P-OLED,16.0,6.0,99.2,75.8,921600.0,13.0,2.1,Android 4.2.2,0.0,2.0,2.26,177.0,1.0,1.0,160.5,81.6,8.7,3500,0.0,Li-Po,2.0,1.0
Lg,IPS LCD,16.0,5.5,83.4,72.2,518400.0,8.0,1.3,Android 4.1.2,1.0,1.0,1.0,161.0,1.0,1.0,150.2,76.9,9.4,3140,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,5.5,83.4,72.2,518400.0,8.0,1.3,Android 4.1.2,1.0,1.0,1.0,161.0,1.0,1.0,150.2,76.9,9.4,3140,1.0,Li-Ion,1.0,0.0
Lg,True HD-IPS + LCD,16.0,5.2,74.5,75.9,2073600.0,13.0,2.1,Android 4.2.2,0.0,2.0,2.26,143.0,1.0,1.0,138.5,70.9,8.9,3000,0.0,Li-Po,1.0,1.0
Lg,True Full HD IPS Plus LCD,16.0,5.5,83.4,72.8,2073600.0,13.0,2.1,Android 4.3,1.0,2.0,1.7,167.0,1.0,1.0,150.6,76.1,9.2,3140,1.0,Li-Ion,1.0,1.0
Lg,True HD IPS+,16.0,4.95,67.5,70.8,2073600.0,8.0,1.3,Android 4.0,0.0,2.0,2.3,130.0,0.0,1.0,137.9,69.2,8.6,2300,0.0,Li-Po,1.0,1.0
Lg,IPS LCD,16.0,4.0,45.5,63.3,384000.0,5.0,0.3,Android 4.1.2,1.0,1.0,1.2,113.4,0.0,1.0,116.1,62.0,10.1,2460,1.0,Li-Ion,0.0,1.0
Lg,IPS LCD,16.0,4.3,51.0,62.7,518400.0,5.0,1.3,Android 4.1.2,1.0,1.0,1.2,131.0,0.0,1.0,126.0,64.5,9.3,2150,1.0,Li-Ion,1.0,1.0
Lg,IPS LCD,16.0,4.5,55.8,66.2,518400.0,5.0,1.3,Android 4.1.2,1.0,1.0,1.2,126.0,1.0,1.0,128.0,65.9,10.2,2460,1.0,Li-Ion,1.0,1.0
Lg,True HD-IPS LCD,16.0,4.7,60.5,67.4,921600.0,8.0,1.3,Android 4.1.2,1.0,1.0,1.5,133.2,1.0,1.0,131.7,68.2,9.6,2540,1.0,Li-Ion,1.0,1.0
Lg,True Full HD IPS Plus LCD,16.0,5.5,83.4,73.0,2073600.0,13.0,2.1,Android 4.1.2,1.0,2.0,1.7,172.0,1.0,1.0,150.2,76.1,9.4,3140,1.0,Li-Ion,2.0,1.0
Lg,True HD-IPS + LCD,16.0,4.7,60.9,64.6,921600.0,13.0,1.3,Android 4.1.2,1.0,2.0,1.5,141.2,0.0,1.0,136.9,68.9,9.4,2280,1.0,Li-Ion,1.0,0.0
Lg,TFT,0.256,3.0,27.9,45.8,76800.0,2.0,0.0,Android 4.1.2,1.0,0.5,1.0,105.0,1.0,1.0,102.9,59.2,12.2,1540,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,0.256,3.2,31.7,51.0,76800.0,3.15,0.0,Android 4.1.2,1.0,0.5,,110.0,1.0,1.0,102.0,61.0,12.0,1540,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,,3.2,31.7,50.3,76800.0,3.15,0.0,Android 4.1.2,1.0,0.5,1.0,110.0,1.0,1.0,102.9,61.3,11.9,1540,1.0,Li-Po,0.0,0.0
Lg,IPS LCD,,3.2,31.7,50.6,76800.0,3.15,0.0,Android 4.1.2,1.0,0.5,1.0,107.0,1.0,1.0,102.6,61.1,11.9,1540,1.0,Li-Po,0.0,0.0
Lg,IPS LCD,16.0,3.8,43.0,58.9,153600.0,3.15,0.0,Android 4.1.2,1.0,0.5,1.0,125.0,1.0,1.0,112.8,64.7,11.9,1700,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,3.8,43.0,59.1,153600.0,3.15,0.0,Android 4.1.2,1.0,0.5,1.0,125.0,1.0,1.0,112.5,64.7,11.9,1700,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.0,45.5,61.8,384000.0,5.0,0.0,Android 4.1.2,1.0,0.5,1.0,100.0,1.0,1.0,118.4,62.2,9.2,1700,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.0,45.5,62.3,384000.0,5.0,0.0,Android 4.1.2,1.0,0.5,1.0,103.3,1.0,1.0,117.5,62.2,9.2,1700,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.3,52.6,64.7,384000.0,8.0,0.3,Android 4.1.2,1.0,0.75,1.0,115.5,1.0,1.0,122.2,66.6,9.7,2460,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,4.3,52.6,65.0,384000.0,8.0,0.3,Android 4.1.2,1.0,0.75,1.0,118.0,1.0,1.0,121.5,66.6,9.7,2460,1.0,Li-Ion,1.0,0.0
Lg,True HD-IPS LCD,16.0,4.7,60.9,71.3,921600.0,8.0,1.3,Android 4.1.2,1.0,1.0,1.4,120.0,1.0,1.0,128.4,66.5,9.0,2150,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,4.3,51.0,62.2,518400.0,5.0,1.3,Android 4.0.4,1.0,1.0,1.2,128.0,0.0,1.0,126.0,65.0,9.0,2150,1.0,Li-Ion,1.0,1.0
Lg,HD-IPS LCD,16.0,5.0,77.4,61.3,786432.0,8.0,1.3,Android 4.0.4,0.0,1.0,1.5,168.1,1.0,1.0,139.7,90.4,8.4,2080,1.0,Li-Po,1.0,1.0
Lg,True HD IPS Plus,16.0,4.7,62.9,68.3,983040.0,8.0,1.3,Android 4.2,0.0,2.0,1.5,139.0,0.0,1.0,133.9,68.7,9.1,2100,0.0,Li-Po,1.0,0.0
Lg,3D IPS LCD,16.0,4.3,52.6,61.6,384000.0,5.0,0.3,Android 2.3,1.0,1.0,1.2,148.0,0.0,1.0,126.8,67.4,9.6,1520,1.0,Li-Ion,1.0,0.0
Lg,3D LCD,16.0,4.3,52.6,61.6,384000.0,5.0,0.3,Android 2.3,1.0,1.0,1.2,148.0,1.0,1.0,126.8,67.4,9.6,1520,1.0,Li-Ion,1.0,0.0
Lg,True HD-IPS LCD,16.0,4.7,60.9,67.5,921600.0,8.0,1.3,Android 4.0,1.0,1.0,1.5,133.0,1.0,1.0,132.4,68.1,8.9,2150,1.0,Li-Ion,1.0,0.0
Lg,True HD-IPS + LCD,16.0,4.7,62.9,67.1,983040.0,8.0,1.3,Android 4.0,1.0,2.0,1.5,147.1,0.0,1.0,130.8,71.6,8.4,2100,0.0,Li-Po,1.0,1.0
Lg,True HD-IPS + LCD,16.0,4.7,62.9,69.2,983040.0,13.0,1.3,Android 4.1.2,0.0,2.0,1.5,145.0,1.0,1.0,131.9,68.9,8.5,2100,0.0,Li-Po,1.0,1.0
Lg,True HD-IPS + LCD,16.0,4.7,62.9,69.2,983040.0,13.0,1.3,Android 4.0,0.0,2.0,,144.9,0.0,1.0,131.9,68.9,8.5,2100,0.0,Li-Po,2.0,1.0
Lg,TFT,0.256,3.2,31.7,50.2,76800.0,3.15,0.0,Android 2.3.6,1.0,0.375,0.8,110.0,1.0,1.0,102.6,61.6,11.9,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,3.2,31.7,50.2,76800.0,3.15,0.0,Android 2.3.6,1.0,0.375,0.8,119.0,1.0,1.0,102.6,61.6,11.9,1540,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.0,47.6,60.6,153600.0,5.0,0.0,Android 4.0.3,1.0,0.5,0.8,120.0,1.0,1.0,118.3,66.5,9.5,1540,1.0,Li-Ion,0.0,0.0
Lg,,16.0,4.0,47.6,60.6,153600.0,5.0,0.0,Android 4.0,1.0,0.5,0.8,125.0,1.0,1.0,118.3,66.5,9.5,1500,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.3,52.6,62.6,384000.0,5.0,0.3,Android 4.0.3,1.0,0.5,1.0,122.0,1.0,1.0,125.5,67.0,8.7,1700,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.7,60.9,67.7,518400.0,5.0,0.3,Android 4.0.4,1.0,1.0,1.0,125.0,1.0,1.0,131.9,68.2,9.1,2150,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,4.5,55.8,63.5,518400.0,5.0,0.3,Android 4.0.4,1.0,1.0,1.0,119.1,0.0,1.0,127.8,68.8,9.1,2150,1.0,Li-Ion,1.0,0.0
Lg,HD-IPS LCD,16.0,4.3,52.6,61.3,384000.0,5.0,1.3,Android 2.3,1.0,1.0,1.2,141.7,0.0,1.0,126.5,67.9,9.5,1700,1.0,Li-Ion,0.0,1.0
Lg,True HD-IPS LCD,16.0,4.5,55.8,61.9,921600.0,8.0,1.3,Android 2.3.6,1.0,1.0,1.5,135.0,0.0,1.0,132.9,67.9,10.4,1830,1.0,Li-Ion,1.0,1.0
Lg,HD-IPS LCD,16.0,5.0,77.4,61.3,786432.0,8.0,1.3,Android 2.3.5,0.0,1.0,1.5,168.0,1.0,1.0,139.6,90.4,8.5,2080,0.0,Li-Ion,1.0,1.0
Lg,HD-IPS LCD,16.0,5.0,77.4,68.4,786432.0,8.0,1.3,Android 4.0.4,1.0,2.0,1.5,159.0,0.0,1.0,132.2,85.6,9.4,2150,1.0,Li-Ion,1.0,1.0
Lg,HD-IPS LCD,16.0,5.0,77.4,61.3,786432.0,8.0,1.3,Android 4.0.4,0.0,1.0,1.5,168.0,1.0,1.0,139.6,90.4,8.5,2100,0.0,Li-Ion,1.0,0.0
Lg,True HD-IPS LCD,16.0,4.7,60.9,66.1,921600.0,8.0,1.3,Android 4.0,1.0,1.0,1.5,148.0,0.0,1.0,134.9,68.3,9.1,2150,1.0,Li-Ion,1.0,1.0
Lg,TFT,0.256,3.5,36.5,46.8,153600.0,5.0,0.0,Android 2.3,1.0,0.5,1.0,192.0,1.0,1.0,121.9,64.0,16.0,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,16.0,3.8,41.1,54.3,384000.0,5.0,0.0,Microsoft Windows Phone 7.5,0.0,,1.0,,1.0,1.0,123.0,61.5,11.9,1500,1.0,Li-Ion,1.0,0.0
Lg,AH-IPS LCD,16.0,4.5,55.8,61.5,921600.0,8.0,0.3,Android 2.3.5,1.0,1.0,1.5,127.0,0.0,1.0,133.9,67.8,10.4,1830,1.0,Li-Ion,1.0,1.0
Lg,3D LCD,16.0,4.3,52.6,60.1,384000.0,5.0,0.3,Android 2.2,1.0,0.5,1.0,168.0,0.0,1.0,128.8,68.0,11.9,1500,1.0,Li-Ion,1.0,0.0
Lg,True HD-IPS LCD,16.0,4.5,55.8,61.4,921600.0,8.0,1.3,Android 2.3,1.0,1.0,1.5,135.0,0.0,1.0,133.9,67.9,10.5,1830,1.0,Li-Ion,1.0,1.0
Lg,IPS LCD,16.0,4.3,52.6,59.2,384000.0,5.0,0.3,Android 2.2,1.0,,1.0,151.0,,1.0,132.0,67.3,10.1,1500,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,4.0,45.5,58.3,384000.0,5.0,2.0,Android 2.2,1.0,0.5,1.0,109.0,1.0,1.0,122.0,64.0,9.2,1500,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.0,45.5,58.3,384000.0,5.0,2.0,Android 2.2,1.0,0.5,1.0,109.0,1.0,1.0,122.0,64.0,9.2,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,2.8,23.3,36.3,153600.0,3.15,0.0,Android 2.2,1.0,,,122.0,1.0,1.0,109.0,59.0,16.0,1500,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.0,45.5,60.9,384000.0,5.0,0.3,Android 2.3.4,1.0,1.0,1.0,127.0,,1.0,118.0,63.4,9.7,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,3.5,36.5,52.9,153600.0,5.0,0.0,Android 2.3.4,1.0,0.5,0.8,123.0,1.0,1.0,113.4,60.8,11.9,1500,1.0,Li-Ion,0.0,0.0
Lg,HD-IPS LCD,16.0,4.5,55.8,61.9,921600.0,8.0,1.3,Android 2.3.5,1.0,1.0,1.5,139.0,0.0,1.0,132.9,67.9,10.4,1830,1.0,Li-Ion,0.0,1.0
Lg,HD-IPS LCD,16.0,4.5,55.8,61.9,921600.0,8.0,1.3,Android 2.3.5,1.0,1.0,1.5,135.0,0.0,1.0,132.9,67.9,10.4,1830,1.0,Li-Ion,0.0,1.0
Lg,TFT,0.256,2.8,24.3,39.1,76800.0,3.15,0.0,Android 2.2,1.0,0.13671875,0.6,110.0,1.0,1.0,108.0,57.5,12.2,1280,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,3.2,30.5,45.5,153600.0,3.15,0.0,Android 2.3.3,1.0,0.5,0.8,129.2,1.0,1.0,113.5,59.0,12.1,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,3.2,30.5,45.3,153600.0,3.15,0.0,Android 2.3.4,1.0,0.5,0.8,102.0,1.0,1.0,114.0,59.0,12.1,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,2.8,24.3,34.0,76800.0,3.15,0.0,Android 2.3.3,1.0,0.25,0.8,129.0,1.0,1.0,119.5,59.7,12.9,1500,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.0,45.5,57.0,384000.0,5.0,0.3,Android 2.3.4,1.0,1.0,1.2,147.0,0.0,1.0,123.0,65.0,12.3,1500,1.0,Li-Ion,0.0,0.0
Lg,Ultra AMOLED,0.256,3.8,41.1,53.7,384000.0,5.0,0.3,Android 2.3.4,1.0,0.5,1.0,110.0,1.0,1.0,122.5,62.5,9.8,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,3.2,30.5,45.3,153600.0,3.15,0.0,Android 2.2,1.0,,0.6,91.0,1.0,1.0,114.0,59.0,13.0,1500,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.3,52.6,59.8,384000.0,8.0,1.3,Android 2.3.7,1.0,1.0,1.0,138.0,1.0,1.0,127.5,69.0,8.5,1540,1.0,Li-Ion,1.0,0.0
Lg,3D LCD,16.0,4.3,52.6,60.1,384000.0,5.0,0.3,Android 2.2,1.0,0.5,1.0,168.0,1.0,1.0,128.8,68.0,11.9,1500,1.0,Li-Ion,1.0,0.0
Lg,TFT,0.256,3.2,30.5,45.3,153600.0,3.15,0.0,Android 2.2,1.0,,0.6,91.0,1.0,1.0,114.0,59.0,13.0,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,16.0,3.8,41.1,55.0,384000.0,5.0,0.0,Microsoft Windows Phone 7,0.0,0.5,1.0,157.0,1.0,1.0,125.0,59.8,11.5,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,3.2,29.1,45.3,384000.0,3.15,0.0,Microsoft Windows Mobile 6.5,1.0,0.25,1.0,152.0,0.0,1.0,115.0,56.0,17.0,0,0.0,,0.0,0.0
Lg,TFT,,3.0,26.8,45.1,153600.0,3.15,0.0,Android 1.6,1.0,0.15234375,0.6,115.5,1.0,1.0,109.0,54.5,12.7,1500,1.0,Li-Ion,0.0,0.0
Lg,AMOLED,,3.5,34.9,52.7,384000.0,5.0,0.0,Microsoft Windows Phone 7,0.0,,1.0,,1.0,1.0,115.0,57.5,11.2,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,3.0,26.8,45.5,153600.0,5.0,0.0,,1.0,,,139.0,1.0,1.0,109.0,54.0,15.9,1500,1.0,Li-Po,1.0,0.0
Lg,TFT,0.256,3.0,25.6,43.7,96000.0,5.0,0.3,Microsoft Windows Mobile 6.5,1.0,,0.528,121.0,0.0,0.0,109.8,53.4,12.9,1500,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,4.0,45.5,58.2,384000.0,8.0,1.3,Android 2.2,1.0,0.5,1.0,139.0,1.0,1.0,123.9,63.2,10.9,1500,1.0,Li-Ion,1.0,0.0
Lg,IPS LCD,16.0,4.0,45.5,58.2,384000.0,8.0,1.3,Android 2.2,1.0,0.5,1.0,139.0,1.0,1.0,123.9,63.2,10.9,1500,1.0,Li-Ion,1.0,0.0
Lg,TFT,,3.2,30.5,46.8,153600.0,5.0,0.0,Android 2.2,1.0,,0.6,132.0,1.0,1.0,112.5,57.9,12.9,1250,1.0,Li-Po,0.0,0.0
Lg,TFT,0.065,3.2,30.5,46.9,153600.0,3.15,0.0,Android 2.2,1.0,,0.6,153.0,0.0,1.0,116.0,56.0,16.0,1500,1.0,Li-Ion,0.0,0.0
Lg,IPS LCD,16.0,3.8,41.1,63.1,384000.0,5.0,0.0,Android 2.2,1.0,,1.0,140.0,0.0,1.0,112.5,57.9,12.9,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,3.2,30.5,45.5,153600.0,3.15,0.0,Android 2.2,1.0,0.5,0.6,129.0,1.0,1.0,113.5,59.0,13.3,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,16.0,3.5,34.9,51.5,384000.0,5.0,0.0,Android 2.1,1.0,,1.0,157.0,1.0,1.0,118.8,57.0,14.3,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,16.0,3.2,30.5,45.3,153600.0,3.15,0.0,Android 2.2,1.0,,0.6,130.0,,1.0,114.0,59.0,13.0,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,3.2,30.5,45.5,153600.0,3.15,0.0,Android 2.2,1.0,,0.6,129.0,1.0,1.0,113.5,59.0,13.3,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,16.0,3.5,34.9,49.0,384000.0,5.0,0.0,Microsoft Windows Phone 7,0.0,0.5,1.0,176.0,1.0,1.0,119.5,59.5,15.2,1500,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.065,3.0,25.6,41.3,96000.0,5.0,0.3,Microsoft Windows Mobile 6.1,1.0,,0.528,,1.0,0.0,109.8,56.5,11.9,1000,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,3.0,25.6,43.6,96000.0,5.0,0.3,Microsoft Windows Mobile 6.5,1.0,,0.528,120.0,1.0,0.0,109.8,53.5,12.9,1500,1.0,Li-Ion,1.0,0.0
Lg,TFT,0.065,2.4,17.8,24.8,76800.0,3.15,0.3,Microsoft Windows Mobile 6.5,1.0,,,125.5,1.0,0.0,116.0,62.0,12.0,1300,1.0,Li-Ion,0.0,0.0
Lg,TFT,,3.0,26.8,45.1,153600.0,5.0,0.0,Android 1.5,1.0,,,139.0,1.0,1.0,109.0,54.5,15.9,1500,1.0,Li-Po,0.0,0.0
Lg,TFT,,3.2,29.1,45.7,384000.0,5.0,0.0,Microsoft Windows Mobile 6.5,1.0,,1.0,147.4,0.0,0.0,114.0,56.0,15.0,1500,1.0,Li-Po,0.0,0.0
Lg,TFT,0.256,3.5,34.9,48.1,384000.0,5.0,0.3,,1.0,0.25,0.624,150.0,0.0,1.0,121.9,59.5,12.9,1500,1.0,Li-Ion,1.0,0.0
Lg,TFT,,3.0,25.6,42.8,96000.0,3.15,0.0,Microsoft Windows Mobile 6.1,1.0,0.125,0.528,119.9,1.0,1.0,107.0,55.9,14.0,1030,1.0,Li-Ion,0.0,0.0
Lg,TFT,0.256,2.4,17.8,30.4,76800.0,2.0,0.3,Symbian 9.2,1.0,,,125.5,0.0,0.0,108.9,53.9,17.2,960,1.0,Li-Po,0.0,0.0
Lg,TFT,0.256,2.4,17.8,34.0,76800.0,2.0,0.3,Symbian OS 9.2,1.0,,0.393,118.0,0.0,0.0,103.0,51.0,18.5,0,0.0,,0.0,0.0
Lg,TFT,,2.8,24.3,41.9,76800.0,2.0,0.3,Microsoft Windows Mobile 6.0,1.0,,0.4,92.5,1.0,0.0,99.8,58.0,12.8,1050,1.0,Li-Ion,0.0,0.0
Meizu,Super AMOLED,16.0,6.6,106.9,86.6,2527200.0,64.0,20.0,Android 10,0.0,8.0,2.84,199.0,0.0,0.0,160.0,77.2,8.5,4500,0.0,Li-Po,2.0,1.0
Meizu,Super AMOLED,16.0,6.6,106.9,86.6,2527200.0,64.0,20.0,Android 10,0.0,8.0,2.84,219.0,0.0,0.0,160.0,77.2,8.5,4500,0.0,Li-Po,2.0,1.0
Meizu,AMOLED,16.0,6.2,97.2,87.2,2410560.0,48.0,20.0,Android 9.0,0.0,8.0,2.84,165.0,0.0,0.0,151.9,73.4,7.6,3600,0.0,Li-Po,2.0,1.0
Meizu,Super AMOLED,16.0,6.2,95.8,85.9,2410560.0,48.0,20.0,Android 9.0,0.0,6.0,2.96,166.0,0.0,0.0,151.9,73.4,7.7,3600,0.0,Li-Po,2.0,1.0
Meizu,Super AMOLED,16.0,6.5,106.3,85.2,2410560.0,12.0,16.0,Android 9.0,0.0,6.0,2.84,183.0,0.0,1.0,159.6,78.2,8.3,4500,0.0,Li-Po,1.0,1.0
Meizu,Super AMOLED,16.0,6.2,95.8,84.7,2410560.0,48.0,16.0,Android 9.0,0.0,6.0,2.0,165.0,0.0,1.0,152.0,74.4,8.3,4000,0.0,Li-Po,1.0,1.0
