brand	technology	touch_screen	display_colors	screen_size	screen_area	screen_to_body_ratio	screen_resolution	rear_camera	front_camera	os	gpu	external_memory	internal_memory	cpu	dimensions	weight	battery	approximate_price	sim_card	net_work	speed	gprs	gps	wifi	nfc	usb	bluetooth	radio	headphone_jack
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	66.4%	480 x 854 px	5 MP, Single	5 MP, Single	Android 7.0 (Nougat)	- Mali-T720MP2	microSD, up to 64 GB	16 GB, 1 GB RAM	- Quad-core 1.1 GHz Cortex-A53	143.6 Х 72.3 Х 9.1 mm	149 g	2500 mAh,  Non-removable Li-Po	6500 INR	Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	63.5%	720 x 1280 px	8 MP, Single	5 MP, Single	Android 7.0 (Nougat)	- Mali-T720MP2	microSD, up to 64 GB (uses SIM 2 slot)	16 GB, 3 GB RAM	- Quad-core 1.3 GHz Cortex-A53	148.5 Х 73.1 Х 8.1 mm	136.8 g	2500 mAh,  Removable Li-Po	9000 INR	Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5.2" inc	74.5 cm2	68.7%	720 x 1280 px	8 MP, Dual	8 MP, Single	Android 7.0 (Nougat)	- Mali-T720MP2	microSD, up to 64 GB (uses SIM 2 slot)	32 GB, 3 GB RAM	- Quad-core 1.3 GHz Cortex-A53	148.5 Х 73.1 Х 8.1 mm	159 g	2750 mAh,  Non-removable Li-Ion	10750 INR	Dual SIM (Micro-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava		capacitive touchscreen		4" inc	45.5 cm2	56.7%	480 x 800 px	2 MP, Single	0.3 MP, Single	Android OS	None	microSD, up to 32 GB	512 MB, 256 MB RAM	- 1 GHz	124.4 Х 64.6 Х 10.8 mm	92 g	1500 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1	FM radio	Yes
Lava		capacitive touchscreen		4" inc	45.5 cm2	56.6%	480 x 800 px	2 MP, Single	0.3 MP, Single	Android OS	None	microSD, up to 32 GB	8 GB, 512 MB RAM	- Quad-core 1.2 GHz	125.8 Х 64 Х 9.9 mm	116.4 g	1300 mAh,  Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	No	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.0	FM radio	Yes
Lava	TFT	capacitive touchscreen	16M	4" inc	45.5 cm2	58.4%	480 x 800 px	5 MP, Single	0.3 MP, Single	Android 6.0 (Marshmallow)	None	microSD, up to 32 GB	8 GB, 512 MB RAM	- Quad-core 1.2 GHz	123 Х 63.4 Х 9.7 mm	0 g	1550 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1, EDR	FM radio	Yes
Lava	TFT	capacitive touchscreen	16M	4.5" inc	55.8 cm2	62.2%	480 x 854 px	5 MP, Single	0.3 MP, Single	Android 6.0 (Marshmallow)	None	microSD, up to 32 GB	8 GB, 512 MB RAM	- Quad-core 1.2 GHz	136 Х 66 Х 9.9 mm	0 g	1750 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1, EDR	FM radio	Yes
Lava	TFT	capacitive touchscreen	16M	4" inc	45.5 cm2	58.4%	480 x 800 px	5 MP, Single	0.3 MP, Single	Android 6.0 (Marshmallow)	None	microSD, up to 32 GB	8 GB, 1 GB RAM	- Quad-core 1.2 GHz	123 Х 63.4 Х 9.7 mm	0 g	1550 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1, EDR	FM radio	Yes
Lava	TFT	touchscreen		4.5" inc	55.8 cm2	63.1%	480 x 854 px	5 MP, Single	0.3 MP, Single	Android 5.1 (Lollipop)	None	microSD, up to 32 GB (dedicated slot)	4 GB, 512 MB RAM	- Quad-core 1.3 GHz	134 Х 66 Х 9.3 mm	155 g	1750 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	No	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1, EDR	FM radio	Yes
Lava	TFT	capacitive touchscreen		5" inc	68.9 cm2	65.8%	480 x 854 px	5 MP, Single	2 MP, Single	Android 5.1 (Lollipop)	None	microSD, up to 32 GB (dedicated slot)	4 GB, 512 MB RAM	- Quad-core 1.3 GHz	145.5 Х 72 Х 9.2 mm	152 g	2000 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1, EDR	FM radio	Yes
Lava	TFT	capacitive touchscreen		4.5" inc	55.8 cm2	63.1%	480 x 854 px	5 MP, Single	0.3 MP, Single	Android 6.0 (Marshmallow)	None	microSD, up to 32 GB	8 GB, 1 GB RAM	- Quad-core 1.2 GHz	134 Х 66 Х 9.6 mm	130 g	1750 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1, EDR	FM radio	Yes
Lava		capacitive touchscreen	16M	5" inc	68.9 cm2	65.8%	720 x 1280 px	5 MP, Single	2 MP, Single	Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)	None	microSD, up to 32 GB (dedicated slot)	8 GB, 1 GB RAM	- Quad-core 1.5 GHz	145.5 Х 72 Х 8.5 mm	0 g	2500 mAh,  Removable Li-Po	None	Dual SIM	GSM / HSPA / LTE	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	65.8%	720 x 1280 px	5 MP, Single	5 MP, Single	Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)	None	microSD, up to 32 GB (dedicated slot)	8 GB, 1 GB RAM	- Quad-core 1.5 GHz	145.5 Х 72 Х 8.5 mm	142 g	2500 mAh,  Removable Li-Po	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	TN	capacitive touchscreen	16M	4.5" inc	55.8 cm2	53.3%	480 x 854 px	5 MP, Single	0.3 MP, Single	Android 5.1 (Lollipop)	None	microSD, up to 32 GB (dedicated slot)	8 GB, 1 GB RAM	- Quad-core 1.5 GHz	145.5 Х 72 Х 9.1 mm	135 g	1850 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	TFT	capacitive touchscreen	16M	4.5" inc	55.8 cm2	63.1%	480 x 854 px	5 MP, Single	5 MP, Single	Android 6.0 (Marshmallow)	None	microSD, up to 32 GB	8 GB, 1 GB RAM	- Quad-core 1.5 GHz	134 Х 66 Х 9.3 mm	135 g	1850 mAh,  Non-removable Li-Ion	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	TN	touchscreen		5.5" inc	83.4 cm2	68.4%	480 x 854 px	5 MP, Single	2 MP, Single	Android 5.1 (Lollipop)	None	microSD, up to 32 GB (dedicated slot)	8 GB, 1 GB RAM	- Quad-core 1.2 GHz	155 Х 78.6 Х 9.2 mm	134 g	2200 mAh,  Non-removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	TN	touchscreen		5" inc	68.9 cm2	65.8%	480 x 854 px	5 MP, Single	2 MP, Single	Android 5.1 (Lollipop)	None	microSD, up to 32 GB (dedicated slot)	8 GB, 1 GB RAM	- Quad-core 1.2 GHz	144 Х 72.7 Х 9 mm	0 g	2000 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava		capacitive touchscreen	16M	5" inc	68.9 cm2	65.8%	480 x 854 px	5 MP, Single	2 MP, Single	Android 5.1 (Lollipop)	None	microSD, up to 32 GB (dedicated slot)	4 GB, 512 MB RAM	- Quad-core 1.5 GHz	145.5 Х 72 Х 9.1 mm	157 g	2000 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA / LTE	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	TFT	capacitive touchscreen	16M	5" inc	68.9 cm2	65.8%	480 x 854 px	5 MP, Single	2 MP, Single	Android 5.1 (Lollipop)	None	microSD, up to 32 GB (dedicated slot)	8 GB, 1 GB RAM	- Quad-core 1.5 GHz	145.5 Х 72 Х 9.1 mm	157 g	2000 mAh,  Non-removable Li-Ion	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	TFT	capacitive touchscreen	16M	5" inc	68.9 cm2	65.8%	480 x 854 px	5 MP, Single	5 MP, Single	Android 6.0 (Marshmallow)	None	microSD, up to 32 GB	8 GB, 1 GB RAM	- Quad-core 1.3 GHz	145.5 Х 72 Х 9.2 mm	160 g	2350 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	66.7%	480 x 854 px	5 MP, Single	0.3 MP, Single	Android 5.1 (Lollipop)	None	microSD, up to 32 GB	8 GB, 512 MB RAM	- Quad-core 1.3 GHz Cortex-A7	142.5 Х 72.5 Х 10.5 mm	0 g	3000 mAh,  Non-removable Li-Po	60 EUR	Dual SIM (Micro-SIM, dual stand-by)	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot		microUSB 2.0	2.1, A2DP	No	Yes
Lava		capacitive touchscreen	16M	5" inc	68.9 cm2	66.4%	480 x 854 px	5 MP, Single	2 MP, Single	Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)	None	microSD, up to 32 GB (dedicated slot)	8 GB, 1 GB RAM	- Quad-core 1.2 GHz	143 Х 72.5 Х 9.3 mm	153.1 g	2000 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	66.9%	720 x 1280 px	8 MP, Single	5 MP, Single	Android 6.0 (Marshmallow)	None	microSD, up to 64 GB	8 GB, 1 GB RAM	- Quad-core 1.3 GHz	143.5 Х 71.8 Х 8.9 mm	0 g	2500 mAh,  Removable Li-Po	None	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	68.7%	720 x 1280 px	13 MP, Single	8 MP, Single	Android 6.0 (Marshmallow)	None	microSD, up to 32 GB	16 GB, 3 GB RAM		141.6 Х 70.8 Х 7.6 mm	128 g	2500 mAh,  Non-removable Li-Po	None	Dual SIM	GSM / HSPA / LTE	HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0, USB On-The-Go	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	68.7%	720 x 1280 px	8 MP, Single	8 MP, Single	Android 5.1.1 (Lollipop)	None	microSD, up to 32 GB	8 GB, 2 GB RAM		141.6 Х 70.8 Х 8 mm	129 g	2500 mAh,  Removable Li-Po	None	Dual SIM	GSM / HSPA / LTE	HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0, USB On-The-Go	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5.5" inc	83.4 cm2	71.6%	720 x 1280 px	13 MP, Single	8 MP, Single	Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)	- Mali-T720MP2	microSD, up to 32 GB	16 GB, 3 GB RAM	- Quad-core 1.3 GHz Cortex-A53	151.9 Х 76.7 Х 8.3 mm	153.2 g	3000 mAh,  Removable Li-Po	150 EUR	Dual SIM	GSM / HSPA / LTE	HSPA, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0, USB On-The-Go	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen		5" inc	68.9 cm2	65.8%	720 x 1280 px	8 MP, Single	5 MP, Single	Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)	None	microSD, up to 32 GB	8 GB, 2 GB RAM	- Quad-core 1.5 GHz	145.5 Х 72 Х 8.5 mm	141 g	2500 mAh,  Non-removable Li-Po	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	66.0%	720 x 1280 px	8 MP, Single	5 MP, Single	Android OS	None	microSD	8 GB, 1 GB RAM	- Quad-core	145 Х 72 Х 8.5 mm	0 g	2350 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	65.2%	720 x 1280 px	8 MP, Single	5 MP, Single	Android 6.0 (Marshmallow)	None	microSD	8 GB, 2 GB RAM	- Quad-core 1.3 GHz	145.5 Х 72.6 Х 8.9 mm	0 g	2200 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5.5" inc	83.4 cm2	69.0%	720 x 1280 px	8 MP, Single	5 MP, Single	Android 6.0 (Marshmallow)	None	microSD, up to 32 GB	8 GB, 1 GB RAM	- Quad-core 1.3 GHz	155 Х 78 Х 9 mm	0 g	2600 mAh,  Li-Po	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	66.5%	720 x 1280 px	8 MP, Single	5 MP, Single	Android 5.1 (Lollipop)	None	microSD, up to 32 GB	8 GB, 2 GB RAM	- Quad-core 1.3 GHz	144 Х 72 Х 8.5 mm	142 g	2500 mAh,  Removable Li-Ion	100 EUR	Dual SIM	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	%	720 x 1280 px	8 MP, Single	2 MP, Single	Android 6.0 (Marshmallow)	None	microSD, up to 32 GB	8 GB, 1 GB RAM	- Quad-core 1.0 GHz	Х Х mm	0 g	4000 mAh,  Non-removable Li-Ion	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	66.8%	720 x 1280 px	8 MP, Single	5 MP, Single	Android 6.0 (Marshmallow)	None	microSD, up to 32 GB (dedicated slot)	32 GB, 2 GB RAM	- Quad-core 1.3 GHz	145 Х 71.2 Х 8.8 mm	156 g	2500 mAh,  Removable Li-Po	None	Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA, LTE	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	67.4%	720 x 1280 px	8 MP, Single	5 MP, Single	Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)	None	microSD, up to 32 GB	8 GB, 2 GB RAM	- Quad-core 1.3 GHz	143 Х 71.5 Х 8.5 mm	0 g	2500 mAh,  Li-Po	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5.5" inc	83.4 cm2	74.9%	720 x 1280 px	8 MP, Single	5 MP, Single	Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)	None	microSD, up to 32 GB	8 GB, 2 GB RAM	- Quad-core	155 Х 71.8 Х 8.9 mm	0 g	2800 mAh,  Removable Li-Po	None	Dual SIM (Micro-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5.5" inc	83.4 cm2	74.9%	720 x 1280 px	8 MP, Single	5 MP, Single	Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)	None	microSD, up to 32 GB	32 GB, 2 GB RAM	- Quad-core	155 Х 71.8 Х 8.9 mm	158 g	2800 mAh,  Removable Li-Po	None	Dual SIM (Micro-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP	FM radio	Yes
Lava	IPS LCD	capacitive touchscreen	16M	5" inc	68.9 cm2	65.8%	720 x 1280 px	13 MP, Single	5 MP, Single	Android 6.0.1 (Marshmallow)	- Mali-T720	microSD, up to 64 GB	16 GB, 3 GB RAM	- Quad-core 1.3 GHz Cortex-A53	142.6 Х 73.4 Х 8.4 mm	0 g	2700 mAh,  Non-removable Li-Ion	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0, USB On-The-Go	4.0, A2DP	FM radio	Yes
Lava	TFT	capacitive touchscreen		3.5" inc	36.5 cm2	52.9%	320 x 480 px	2 MP, Single	0.3 MP, Single	Android 4.4 (KitKat)	None	microSD, up to 16 GB	512 MB, 256 MB RAM	- 1.0 GHz	113 Х 61 Х 12 mm	0 g	1400 mAh,  Removable Li-Ion	None	Dual SIM	GSM / HSPA	HSPA	Yes	No	Wi-Fi 802.11 b/g/n		microUSB 2.0	2.1, EDR	FM radio	Yes
