brand	technology	touch_screen	display_colors	screen_size	screen_area	screen_to_body_ratio	screen_resolution	rear_camera	front_camera	os	gpu	external_memory	internal_memory	cpu	dimensions	weight	battery	approximate_price	sim_card	net_work	speed	gprs	gps	wifi	nfc	usb	bluetooth	radio	headphone_jack
Dell	TFT	capacitive touchscreen	16M	5" inc	71.2 cm2	58.8%	480 x 800 px	5 MP, Single	0.3 MP, Single	Android OS 1.6 (Donut), upgradable to 2.2 (Froyo)	- Adreno 200	microSD, up to 32 GB (dedicated slot)	16 GB, 512 MB RAM	- 1.0 GHz Scorpion	152.9 Х 79.1 Х 10 mm	220 g	1530 mAh,  Removable Li-Ion	190 EUR	Mini-SIM	GSM / HSPA	HSPA 7.2/5.76 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g, hotspot (charges may apply)		2.0	2.0, A2DP	No	Yes
Dell	AMOLED	capacitive touchscreen	16M	4.1" inc	47.8 cm2	61.8%	480 x 800 px	8 MP, Single	0 MP,	Android 2.2 (Froyo)	- Adreno 200	microSD, up to 32 GB (dedicated slot)	1 GB, 512 MB RAM	- 1.0 GHz Scorpion	121 Х 64 Х 12.9 mm	164 g	1400 mAh,  Removable Li-Ion	390 EUR	Mini-SIM	GSM / HSPA	HSPA 7.2/5.76 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g, hotspot		microUSB 2.0	Yes	FM radio	Yes
Dell	AMOLED	capacitive touchscreen	16M	4.1" inc	47.8 cm2	61.8%	480 x 800 px	5 MP, Single	0 MP,	Microsoft Windows Phone 7	- Adreno 200	microSD, up to 32 GB (dedicated slot) - not user accessible	8/16 GB, 512 MB RAM, 1 GB ROM	- 1.0 GHz Scorpion	122 Х 63.5 Х 15.2 mm	192.8 g	1400 mAh,  Removable Li-Ion	220 EUR	Mini-SIM	GSM / HSPA	HSPA 7.2/5.76 Mbps	Class 10	Yes, with A-GPS	Wi-Fi 802.11 b/g/n		microUSB 2.0	2.1, A2DP	Stereo FM radio, RDS	Yes
Dell	TFT	resistive touchscreen	256K	2.8" inc	24.3 cm2	43.3%	240 x 320 px	3.15 MP, Single	0 MP,	Android 2.1 (Eclair)	- Adreno 200	microSD, up to 8 GB (dedicated slot), 2 GB included	256 MB RAM, 256 MB	- 600 MHz ARM 11	102 Х 55 Х 14.5 mm	100 g	1100 mAh,  Removable Li-Ion	180 EUR	Mini-SIM	GSM / HSPA	HSPA 7.2/0.384 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 2.0	2.1, A2DP, EDR	Stereo FM radio, RDS	Yes
Dell	TFT	capacitive touchscreen	256K	3.5" inc	34.9 cm2	54.6%	480 x 800 px	3.15 MP, Single	0 MP,	Android 2.1 (Eclair)	None	microSD, up to 16 GB (dedicated slot)	256 MB RAM, 512 MB	- 600 MHz ARM 11	114 Х 56 Х 12.2 mm	120 g	1250 mAh,  Removable Li-Ion	280 EUR	Mini-SIM	GSM / HSPA	HSPA 7.2/0.384 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 2.0	2.1, A2DP, EDR	FM radio	Yes
Dell	TFT	capacitive touchscreen	256K	3.5" inc	33.8 cm2	47.4%	360 x 640 px	3.15 MP, Single	0 MP,	OPhone OS	None	microSD, up to 32 GB (dedicated slot), 4 GB included	256 MB		122 Х 58.4 Х 11.7 mm	102 g	1000 mAh,  Removable Li-Ion	230 EUR	Mini-SIM	GSM		Class 12	Yes, with A-GPS	No		miniUSB 2.0	2.0, A2DP	No	No
Dell	TFT	capacitive touchscreen	256K	3.5" inc	33.8 cm2	47.0%	360 x 640 px	3.15 MP, Single	0 MP,	Android 1.5 (Cupcake)	None	microSD, up to 32 GB (dedicated slot), 2 GB included	256 MB		120 Х 59.9 Х 11.7 mm	108 g	1000 mAh,  Removable Li-Ion	230 EUR	Mini-SIM	GSM / HSPA	HSPA 3.6/0.384 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g		miniUSB 2.0	2.1, A2DP	No	No
Energizer	IPS LCD	capacitive touchscreen	16M	7.12" inc	127.8 cm2	81.7%	1080 x 2244 px	13 MP, Dual	5 MP, Single	Android 9.0 (Pie)	- Mali-G71 MP2	microSDXC	32GB 3GB RAM	- Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)	180.3 Х 86.8 Х 9.2 mm	0 g	6000 mAh,  Non-removable Li-Po	None	Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA 42.2/11.5 Mbps, LTE-A	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot		2.0, Type-C 1.0 reversible connector	4.2, A2DP, LE	FM radio	Yes
Energizer	TFT		16M	2.2" inc	15.0 cm2	21.3%	240 x 320 px	0.3 MP, Single	0 MP,	KaiOS	- Mali-400	microSD, up to 32 GB	512 MB, 256 MB RAM	- Dual-core 1.3 GHz Cortex-A7	119 Х 59 Х 16.5 mm	112 g	1000 mAh,  Li-Ion	None	Dual SIM (Micro-SIM, dual stand-by)	GSM / HSPA	HSPA	Yes	No	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1	FM radio	Yes
Energizer	TFT		16M	2.2" inc	15.0 cm2	21.3%	240 x 320 px	0.3 MP, Single	0 MP,	KaiOS	None	microSD, up to 32 GB	512 MB, 256 MB RAM	- Dual-core (2x1.3 GHz Cortex-A7)	119 Х 59 Х 16.5 mm	112 g	1000 mAh,  Li-Ion	None	Dual SIM (Micro-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA	Yes	No	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1	FM radio	Yes
Energizer	TFT		256K	2.4" inc	17.8 cm2	26.4%	240 x 320 px	0.3 MP, Single	0.3 MP, Single	KaiOS	- Mali-820	microSD, up to 32 GB	512 MB, 256 MB RAM	- Quad-core 1.3 GHz Cortex-A53	125.3 Х 54 Х 14.5 mm	72 g	1000 mAh,  Li-Ion	None	Dual SIM (Mini-SIM)	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1, EDR	FM radio	Yes
Energizer	TFT		256K	2.4" inc	17.8 cm2	26.4%	240 x 320 px	0.3 MP, Single	0.3 MP, Single	KaiOS	None	microSD, up to 32 GB	512MB 512MB RAM	- Dual-core (2x1.3 GHz Cortex-A7)	125.3 Х 54 Х 14.5 mm	95 g	1900 mAh,  Li-Ion	None	Dual SIM (Mini-SIM)	GSM / HSPA / LTE	HSPA, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1, EDR	FM radio	Yes
Energizer	TFT	capacitive touchscreen	16M	4" inc	44.1 cm2	%	480 x 854 px	5 MP, Single	2 MP, Single	Android 8.0 Oreo (Go edition)	- Mali-400MP2	microSD, up to 32 GB (uses SIM 2 slot)	8 GB, 1 GB RAM	- Quad-core 1.3 GHz Cortex-A7	Х Х mm	0 g	2000 mAh,  Li-Ion	None	Dual SIM (Micro-SIM, dual stand-by)	GSM / HSPA	HSPA 42.2/11.5 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP, LE	FM radio	Yes
Energizer	TFT	capacitive touchscreen	16M	5.5" inc	83.4 cm2	%	480 x 854 px	8 MP, Single	5 MP, Single	Android 8.0 Oreo (Go edition)	- Mali-T720MP2	microSD, up to 64 GB (uses SIM 2 slot)	8 GB, 1 GB RAM	- Quad-core 1.3 GHz Cortex-A53	Х Х mm	0 g	2500 mAh,  Li-Ion	None	Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP, LE	FM radio	Yes
Energizer	TFT		256K	2.4" inc	17.8 cm2	24.6%	240 x 320 px	2 MP, Single	0.3 MP, Single	KaiOS	None	microSD, up to 64 GB	128 MB, 64 MB RAM		128.5 Х 56.5 Х 16.5 mm	0 g	2500 mAh,  Li-Ion	None	Dual SIM (Mini-SIM)	GSM / HSPA	HSPA	Yes	No	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	Yes	FM radio	Yes
Energizer	TFT		16M	2.4" inc	17.8 cm2	26.4%	240 x 320 px	0.3 MP, Single	0.3 MP, Single	KaiOS	- Mali-820	microSD, up to 32 GB	512 MB, 256 MB RAM	- Quad-core 1.3 GHz Cortex-A53	125.3 Х 54 Х 14.5 mm	0 g	1500 mAh,  Li-Ion	None	Dual SIM (Mini-SIM)	GSM / HSPA	HSPA	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1	FM radio	Yes
Energizer	TFT		16M	2.4" inc	17.8 cm2	26.4%	240 x 320 px	0.3 MP, Single	0.3 MP, Single	KaiOS	- Mali-820	microSD, up to 32 GB	512 MB, 256 MB RAM	- Quad-core 1.3 GHz Cortex-A53	125.3 Х 54 Х 14.5 mm	0 g	1500 mAh,  Li-Ion	None	Dual SIM (Mini-SIM)	GSM / HSPA / LTE	HSPA, LTE	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	2.1	FM radio	Yes
Energizer	TFT		256K	2.8" inc	24.3 cm2	26.7%	240 x 320 px	5 MP, Single	2 MP,	KaiOS	None	microSD, up to 64 GB		- Dual-core (2x1.2 GHz)	142 Х 64 Х 16.5 mm	256 g	2000 mAh,  Li-Ion	None	Dual SIM	GSM / HSPA / LTE	HSPA, LTE	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	Yes	FM radio	Yes
Energizer	IPS LCD	capacitive touchscreen	16M	5" inc	64.5 cm2	61.8%	480 x 960 px	16 MP, Dual	5 MP, Single	Android 9.0 (Pie)	- PowerVR GE8100	microSD, up to 64 GB (uses SIM 2 slot)	16 GB, 2 GB RAM	- Quad-core 1.5 GHz Cortex-A53	149.4 Х 69.9 Х 12 mm	0 g	2500 mAh,  Non-removable Li-Ion	None	Hybrid Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA 7.2/5.76 Mbps, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 a/b/g/n, hotspot		microUSB 2.0	4.0, A2DP, LE	No	Yes
Energizer	LTPS IPS LCD	capacitive touchscreen	16M	5.7" inc	83.8 cm2	92.3%	720 x 1440 px	13 MP, Dual	8 MP, Single	Android 9.0 (Pie)	- PowerVR GE8100	microSD, up to 32 GB (uses SIM 2 slot)	16 GB, 2 GB RAM	- Quad-core 1.5 GHz Cortex-A53	142 Х 64 Х 16.5 mm	0 g	6500 mAh,  Non-removable Li-Ion	None	Hybrid Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 b/g/n, WiFi Direct, hotspot		2.0, Type-C 1.0 reversible connector	4.2, A2DP, LE	No	Yes
Energizer	TFT	capacitive touchscreen	16M	5.99" inc	98.9 cm2	75.9%	1080 x 1920 px	16 MP, Dual	8 MP, Dual	Android 8.1 (Oreo)	- Mali-G71 MP2	microSD, up to 32 GB (uses SIM 2 slot)	64 GB, 6 GB RAM	- Octa-core 2.0 GHz Cortex-A53	164.2 Х 79.4 Х 12.2 mm	260 g	5800 mAh,  Non-removable Li-Ion	None	Hybrid Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA, LTE-A	Yes	Yes, with A-GPS	Wi-Fi 802.11 a/b/g/n, WiFi Direct, hotspot	Yes	2.0, Type-C 1.0 reversible connector, USB On-The-Go	4.2, A2DP, LE	No	Yes
Energizer	IPS LCD	capacitive touchscreen	16M	6.2" inc	95.9 cm2	83.8%	1080 x 2280 px	12 MP, Triple	16 MP, Dual	Android 9.0 (Pie)	- Mali-G72 MP3	microSD, up to 128 GB (uses SIM 2 slot)	128 GB, 6 GB RAM	- Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)	153 Х 74.8 Х 18 mm	0 g	18000 mAh,  Non-removable Li-Po ,	None	Hybrid Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA, LTE-A	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot		2.0, Type-C 1.0 reversible connector, USB On-The-Go	5.0, A2DP, LE	FM radio	No
Energizer	IPS LCD	capacitive touchscreen	16M	8.1" inc	203.2 cm2	%	1536 x 2048 px	48 MP, Dual	24 MP, Single	Android 9.0 (Pie)	- Adreno 640	microSD, up to 256 GB	256 GB, 8 GB RAM	- Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)	Х Х mm	0 g	10000 mAh,  Non-removable Li-Po ,	900 EUR	Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE / 5G	HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/50 Mbps; 5G (2+ Gbps DL)	Yes	Yes, with A-GPS	Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot		Type-C 1.0 reversible connector	5.0, A2DP, LE	FM radio	No
Energizer	IPS LCD	capacitive touchscreen	16M	5.7" inc	81.1 cm2	77.3%	720 x 1520 px	16 MP, Dual	16 MP, Single	Android 9.0 (Pie)	- PowerVR GE8320	microSD, up to 128 GB (uses SIM 2 slot)	32 GB, 4 GB RAM	- Quad-core 2.0 GHz Cortex-A53	148.8 Х 70.5 Х 8.6 mm	0 g	3000 mAh,  Removable Li-Ion	None	Hybrid Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA, LTE-A	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, WiFi Direct, hotspot		microUSB 2.0, USB On-The-Go	5.0, A2DP, LE	FM radio	Yes
Energizer	IPS LCD	capacitive touchscreen	16M	6.2" inc	97.6 cm2	82.9%	720 x 1520 px	16 MP, Triple	16 MP, Single	Android 9.0 (Pie)	- PowerVR GE8320	microSD, up to 128 GB (uses SIM 2 slot)	64 GB, 4 GB RAM	- Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)	155.8 Х 75.5 Х 8.3 mm	0 g	4000 mAh,  Removable Li-Po	None	Hybrid Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA, LTE-A	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot		2.0, Type-C 1.0 reversible connector, USB On-The-Go	5.0, A2DP, LE	FM radio	Yes
Energizer	IPS LCD	capacitive touchscreen	16M	6.2" inc	95.9 cm2	83.6%	1080 x 2280 px	12 MP, Triple	16 MP, Dual	Android 9.0 (Pie)	- Mali-G72 MP3	microSD, up to 128 GB (uses SIM 2 slot)	128 GB, 6 GB RAM	- Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)	153.2 Х 74.9 Х 10.3 mm	0 g	3200 mAh,  Non-removable Li-Ion	None	Hybrid Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA, LTE-A	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot		2.0, Type-C 1.0 reversible connector, USB On-The-Go	5.0, A2DP, LE	FM radio	No
Energizer	IPS LCD	capacitive touchscreen	16M	6.3" inc	100.7 cm2	80.9%	720 x 1480 px	16 MP, Dual	16 MP, Dual	Android 9.0 (Pie)	- PowerVR GE8320	microSD, up to 128 GB (uses SIM 2 slot)	64 GB, 4 GB RAM	- Octa-core 2.0 GHz Cortex-A53	157.9 Х 78.9 Х 9.6 mm	0 g	3500 mAh,  Non-removable Li-Ion	None	Hybrid Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA, LTE-A	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot		2.0, Type-C 1.0 reversible connector, USB On-The-Go	5.0, A2DP, LE	FM radio	No
Energizer	IPS LCD	capacitive touchscreen	16M	6.5" inc	107.2 cm2	86.3%	720 x 1480 px	16 MP, Dual	16 MP, Single	Android 9.0 (Pie)	- PowerVR GE8320	microSD, up to 256 GB (uses SIM 2 slot)	128 GB, 4 GB RAM	- Octa-core 2.0 GHz Cortex-A53	162.5 Х 76.5 Х 8.2 mm	0 g	3500 mAh,  Non-removable Li-Ion	None	Hybrid Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA, LTE-A	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot		2.0, Type-C 1.0 reversible connector, USB On-The-Go	5.0, A2DP, LE	FM radio	No
Energizer	TFT	capacitive touchscreen	16M	5" inc	68.9 cm2	68.9%	480 x 854 px	5 MP, Single	2 MP, Single	Android Go	- Mali-400MP2	microSD, up to 32 GB (uses SIM 2 slot)	8 GB, 1 GB RAM	- Quad-core 1.3 GHz Cortex-A7	139.8 Х 71.5 Х 8.6 mm	127 g	2000 mAh,  Removable Li-Ion	70 EUR	Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)	GSM / HSPA	HSPA 42.2/11.5 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP, LE	FM radio	Yes
Energizer	TFT	capacitive touchscreen	16M	5" inc	68.9 cm2	68.9%	480 x 854 px	8 MP, Single	5 MP, Single	Android 8.0 (Oreo)	- Mali-T720MP2	microSD, up to 64 GB (uses SIM 2 slot)	8 GB, 1 GB RAM	- Quad-core 1.1 GHz Cortex-A53	139.8 Х 71.5 Х 8.6 mm	127 g	2000 mAh,  Removable Li-Ion	100 EUR	Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP, LE	FM radio	Yes
Energizer	TFT	capacitive touchscreen	16M	5" inc	68.9 cm2	63.2%	720 x 1280 px	13 MP, Single	5 MP, Single	Android 7.0 (Nougat)	- Mali-T720	microSD, up to 64 GB (uses SIM 2 slot)	16 GB, 2 GB RAM	- Quad-core 1.3 GHz Cortex-A53	145.4 Х 75 Х 10.3 mm	142.5 g	3000 mAh,  Non-removable Li-Ion	230 EUR	Hybrid Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 b/g/n, hotspot		microUSB 2.0	4.0, A2DP, LE	FM radio	Yes
Energizer	LTPS IPS LCD	capacitive touchscreen	16M	5.5" inc	83.4 cm2	65.1%	1080 x 1920 px	16 MP, Single	8 MP, Single	Android 7.0 (Nougat)	- Mali-T860MP2	microSD, up to 32 GB (uses SIM 2 slot)	32 GB, 3 GB RAM	- Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)	158.8 Х 80.7 Х 11.1 mm	203 g	4000 mAh,  Non-removable Li-Ion	450 EUR	Hybrid Dual SIM (Nano-SIM, dual stand-by)	GSM / HSPA / LTE	HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps	Yes	Yes, with A-GPS, GLONASS	Wi-Fi 802.11 b/g/n, hotspot	Yes	Type-C 1.0 reversible connector	4.0, A2DP, LE	FM radio	Yes
Energizer	IPS LCD	capacitive touchscreen	16M	5.99" inc	92.6 cm2	%	1080 x 2160 px	16 MP, Dual	13 MP, Dual	Android 8.0 (Oreo)	- Mali-G71 MP2	No	128 GB, 6 GB RAM	- Octa-core 2.5 GHz Cortex-A53	Х Х mm	350 g	16000 mAh,  Non-removable Li-Ion ,	None	Nano-SIM	GSM / HSPA / LTE	HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps	Yes	Yes, with A-GPS	Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot		Type-C 1.0 reversible connector (PowerDelivery 2.0)	4.2, A2DP, LE	FM radio	To be confirmed
