brand	technology	touch_screen	display_colors	screen_size	screen_area	screen_to_body_ratio	screen_resolution	rear_camera	front_camera	os	gpu	external_memory	internal_memory	cpu	dimensions	weight	battery	approximate_price	sim_card	net_work	speed	gprs	gps	wifi	nfc	usb	bluetooth	radio	headphone_jack
Motorola	TFT	capacitive touchscreen	256K	3.2" inc	30.5 cm2	46.7%	320 x 480 px	3.15 MP, Single	0 MP,	Android 1.6 (Donut)	- Adreno 200	microSD, up to 32 GB (dedicated slot)	512 MB, 256 MB RAM	- 600 MHz ARM 11	114.9 Х 56.8 Х 12.6 mm	114 g	1270 mAh,  Removable Li-Po	170 EUR	Mini-SIM	GSM / HSPA	HSPA 7.2/0.384 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 2.0	2.0, A2DP, EDR	No	Yes
Motorola	TFT	capacitive touchscreen	256K	3.2" inc	30.5 cm2	46.7%	320 x 480 px	5 MP, Single	0 MP,	Android 2.1 (Eclair)	- Adreno 200	microSD, up to 32 GB (dedicated slot)	512 MB, 256 MB RAM	- 600 MHz ARM 11	114.9 Х 56.8 Х 12.6 mm	114 g	1270 mAh,  Removable Li-Po	200 EUR	Mini-SIM	GSM / HSPA	HSPA 7.2/0.384 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 2.0	2.0, A2DP, EDR	No	Yes
Motorola	TFT	capacitive touchscreen		3" inc	27.9 cm2	47.1%	240 x 320 px	3.15 MP, Single	0 MP,	Android 2.1 (Eclair)	- Adreno 200	microSD, up to 32 GB (dedicated slot)	512 MB, 256 MB RAM	- 528 MHz ARM 11	97 Х 61 Х 16.8 mm	145 g	1170 mAh,  Removable Li-Ion	170 EUR	Mini-SIM	GSM / HSPA	HSPA 3.6/0.384 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 2.0	2.1, A2DP	FM radio	Yes
Motorola	TFT	capacitive touchscreen	256K	3" inc	27.9 cm2	45.4%	240 x 320 px	3.15 MP, Single	0 MP,	Android 2.1 (Eclair)	- Adreno 200	microSD, up to 32 GB (dedicated slot)	512 MB, 256 MB RAM	- 528 MHz ARM 11	104 Х 59 Х 15 mm	110 g	1170 mAh,  Removable Li-Ion	170 EUR	Mini-SIM	CDMA / EVDO	EV-DO Rev.0, 153.2 Kbps	No	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 2.0	2.1, A2DP	FM radio	Yes
Motorola	TFT	capacitive touchscreen	16M	3.7" inc	37.7 cm2	53.4%	480 x 854 px	8 MP, Single	0 MP,	Android 2.1 (Eclair)	None	microSD, up to 32 GB (dedicated slot), 8 GB included	512 MB, 256 MB RAM	- 720 MHz Cortex-A8	116 Х 60.9 Х 10.9 mm	139 g	1390 mAh,  Removable Li-Po	250 EUR	Mini-SIM	GSM / HSPA	HSPA 10.2/5.76 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g, DLNA		microUSB 2.0	2.1, A2DP	Stereo FM radio, RDS	Yes
Motorola	TFT	resistive touchscreen	16M	3.2" inc	28.2 cm2	45.0%	480 x 854 px	5 MP, Single	0 MP,	Android 2.1 (Eclair)	- PowerVR SGX530	microSD, up to 32 GB (dedicated slot)	512 MB, 512 MB RAM	- 600 MHz Cortex-A8	109.9 Х 57 Х 18.6 mm	165 g	1380 mAh,  Removable Li-Ion	None	Mini-SIM	GSM / CDMA / EVDO	EV-DO Rev.A 3.1 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 2.0	2.1, A2DP	Stereo FM radio, RDS	No
Motorola	TFT	resistive touchscreen	16M	3.2" inc	28.2 cm2	45.0%	480 x 854 px	5 MP, Single	0.3 MP, Single	Android-based OPhone 2.0	- PowerVR SGX530	microSD, up to 32 GB (dedicated slot)	512 MB, 256 MB RAM	- 600 MHz Cortex-A8	109.9 Х 57 Х 18.6 mm	165 g	0 mAh,	None	Mini-SIM	GSM	HSPA	Class 10	Yes, with A-GPS	Wi-Fi 802.11 b/g, hotspot		microUSB 2.0	2.1, A2DP, EDR	Stereo FM radio, RDS	Yes
Motorola	TFT	resistive touchscreen	256K	2.8" inc	22.3 cm2	40.7%	240 x 400 px	3.15 MP, Single	0 MP,	Linux	None	microSD, up to 8 GB (dedicated slot)	30 MB		102 Х 53.8 Х 20.5 mm	125 g	1130 mAh,  Removable Li-Ion	120 EUR	Mini-SIM	GSM		Class 10	No	No		microUSB 2.0	2.0, A2DP	Stereo FM radio, RDS	Yes
Motorola	TFT	resistive touchscreen	65K	2.8" inc	24.3 cm2	37.1%	240 x 320 px	3.15 MP, Single	0 MP,	Microsoft Windows Mobile 6.1 Professional	- Adreno 130	microSD, up to 32 GB (dedicated slot)	256 MB, 128 MB RAM	- 400 MHz ARM 11	109 Х 60 Х 13.8 mm	119 g	1130 mAh,  Removable Li-Ion	130 EUR	Mini-SIM	GSM		Class 12	Yes, with A-GPS	No		miniUSB	2.0, A2DP	No	Yes
Motorola	TFT	resistive touchscreen	65K	2.8" inc	24.3 cm2	37.0%	240 x 320 px	3.15 MP, Single	0.3 MP, Single	Microsoft Windows Mobile 6.1 Professional	- Adreno 130	microSD, up to 16 GB (dedicated slot)	256 MB, 128 MB RAM	- 528 MHz ARM 11	110 Х 59.7 Х 13.7 mm	119 g	1170 mAh,  Removable Li-Ion	150 EUR	Mini-SIM	GSM / HSPA	HSPA 7.2/0.384 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g		miniUSB	2.0, A2DP	No	Yes
Motorola	TFT	capacitive touchscreen		3.1" inc	28.6 cm2	43.3%	320 x 480 px	5 MP, Single	0 MP,	Android 1.5 (Cupcake)	- Adreno 130	microSD, up to 32 GB (dedicated slot), 2 GB included	1 GB, 256 MB RAM	- 528 MHz ARM 11	114 Х 58 Х 15.6 mm	163 g	1420 mAh,  Removable Li-Ion	130 EUR	Mini-SIM	GSM / HSPA	HSPA 7.2/0.384 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 2.0	2.1, A2DP	No	Yes
Motorola	TFT	resistive touchscreen	65K	3.5" inc	37.9 cm2	32.4%	240 x 320 px	2 MP, Single	0 MP,	Microsoft Windows Mobile 6.1 Professional	None	microSD, up to 8 GB (dedicated slot)	256 MB, 128 MB RAM	- 520 MHz Intel PXA270	152 Х 77 Х 27 mm	336 g	2400 mAh,  Removable Li-Ion	150 EUR	Mini-SIM	GSM		Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g		1.1 (USB host)	2.0	No	No
Motorola	TFT	capacitive touchscreen	16M	3.7" inc	37.7 cm2	54.3%	480 x 854 px	5 MP, Single	0 MP,	Android 2.1 (Eclair), upgradable to 2.2 (Froyo)	- PowerVR SGX530	microSD, up to 32 GB (dedicated slot), 8 GB included	133 MB, 256 MB RAM	- 600 MHz Cortex-A8	115.8 Х 60 Х 13.7 mm	165 g	1400 mAh,  Removable Li-Ion	130 EUR	Mini-SIM	GSM / UMTS / HSPA	HSPA 10.2/5.76 Mbps	Class 12	Yes, with A-GPS, Motonav software	Wi-Fi 802.11 b/g, hotspot (Android 2.2)		microUSB 2.0	2.1, A2DP	No	Yes
Motorola	TFT	capacitive touchscreen	16M	3.7" inc	37.7 cm2	54.3%	480 x 854 px	5 MP, Single	0 MP,	Android 2.1 (Eclair)	- PowerVR SGX530	microSD, up to 32 GB (dedicated slot)	512 MB, 256 MB RAM	- 600 MHz Cortex-A8	115.8 Х 60 Х 13.7 mm	165 g	1390 mAh,  Removable Li-Ion	150 EUR	Mini-SIM	GSM / HSPA	HSPA	Class 12	Yes, with A-GPS, Motonav software	Wi-Fi 802.11 b/g		microUSB 2.0	2.1, A2DP	No	Yes
Motorola	TFT	resistive touchscreen	256K	3.7" inc	37.7 cm2	53.7%	480 x 854 px	5 MP, Single	0.3 MP, Single	Android-based OPhone 1.5	None	microSD, up to 32 GB (dedicated slot), 4 GB included	4 GB, 256 MB RAM	- 624 MHz Marvell PXA310	118 Х 59.5 Х 12.3 mm	125 g	1140 mAh,  Removable Li-Po	230 EUR	Mini-SIM	GSM / HSPA	HSPA	Class 10	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 2.0	2.1, A2DP	Stereo FM radio, RDS	Yes
Motorola	TFT		256K	2.2" inc	15.0 cm2	28.4%	240 x 320 px	2 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD, up to 4 GB (dedicated slot)	100 MB		98 Х 53.8 Х 24 mm	107 g	1130 mAh,  Removable Li-Ion	150 EUR	Mini-SIM	GSM / HSPA	HSPA 3.6/0.384 Mbps	Class 10	Yes, with A-GPS	No		2.0	2.0, A2DP	No	No
Motorola	TFT	capacitive touchscreen	16M	3.7" inc	37.7 cm2	53.4%	480 x 854 px	5 MP, Single	0 MP,	Android 2.0 (Eclair)	- PowerVR SGX530	microSD, up to 32 GB (dedicated slot)	512 MB, 256 MB RAM	- 600 MHz Cortex-A8	116 Х 60.9 Х 10.9 mm	140 g	1420 mAh,  Removable Li-Po	230 EUR	Mini-SIM	GSM / HSPA	HSPA 10.2/5.76 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 2.0	2.1, A2DP	Stereo FM radio, RDS	Yes
Motorola	TFT	capacitive touchscreen	16M	3.7" inc	37.7 cm2	50.9%	480 x 854 px	5 MP, Single	0.3 MP, Single	Android 2.0 (Eclair)	- PowerVR SGX530	microSD, up to 32 GB (dedicated slot)	512 MB RAM, 1 GB	- 550 MHz Cortex-A8	120 Х 61.8 Х 11.4 mm	137 g	1390 mAh,  Removable Li-Po	230 EUR	Mini-SIM	GSM / CDMA / EVDO	EV-DO Rev.A 3.1 Mbps	Class 12	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 2.0	2.1, A2DP	Stereo FM radio, RDS	Yes
Motorola	TFT		256K	0" inc	cm2	%	240 x 320 px	3.15 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD, up to 32 GB (dedicated slot)	8 MB		95.6 Х 46 Х 15 mm	103 g	940 mAh,  Removable Li-Ion	60 EUR	Mini-SIM	GSM		Class 10	No	No		2.0	2.0, A2DP	Stereo FM radio	Yes
Motorola	TFT	resistive touchscreen	256K	2.4" inc	17.8 cm2	33.7%	240 x 320 px	3.15 MP, Single	0 MP,	Linux	None	microSD, up to 4 GB (dedicated slot)	27 MB		98.9 Х 53.5 Х 19.6 mm	128 g	930 mAh,  Removable Li-Ion	120 EUR	Mini-SIM	GSM		Class 10	Yes, with A-GPS	No		microUSB 2.0	2.0, A2DP	Stereo FM radio	No
Motorola	TFT	resistive touchscreen	256K	2.4" inc	17.8 cm2	35.7%	240 x 320 px	3.15 MP, Single	0 MP,	Linux	None	microSD, up to 4 GB (dedicated slot)			95.3 Х 52.5 Х 25 mm	132 g	1000 mAh,  Removable Li-Ion	120 EUR	Mini-SIM	GSM		Class 10	Yes, with A-GPS	No		microUSB 2.0	2.0, A2DP	Stereo FM radio	No
Motorola	TFT	resistive touchscreen	256K	2.4" inc	17.8 cm2	35.7%	240 x 320 px	3.15 MP, Single	0 MP,	Linux	None	microSD, up to 32 GB (dedicated slot)	174 MB		95.3 Х 52.5 Х 25 mm	132 g	1000 mAh,  Removable Li-Ion	140 EUR	Mini-SIM	GSM		Class 10	Yes, with A-GPS	No		microUSB 1.1	1.2, A2DP	Stereo FM radio	No
Motorola	TFT		256K	2.2" inc	15.0 cm2	28.0%	240 x 320 px	2 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD, up to 4 GB (dedicated slot)	36 MB		105 Х 51 Х 20 mm	123 g	700 mAh,  Removable Li-Ion	130 EUR	Mini-SIM	GSM	HSPA 7.2/3.6 Mbps	Class 12	No	No		2.0	2.0, A2DP		No
Motorola	TFT		256K	2" inc	12.4 cm2	20.3%	320 x 240 px	2 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD, up to 8 GB (dedicated slot)			115 Х 53 Х 10.6 mm	100 g	970 mAh,  Removable Li-Ion	60 EUR	Mini-SIM	GSM		Class 12	No	No		2.0	2.0, A2DP	Stereo FM radio, RDS	Yes
Motorola	TFT		256K	2.2" inc	15.0 cm2	28.3%	320 x 240 px	3.15 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD, up to 16 GB (dedicated slot)	110 MB		107 Х 49.5 Х 16 mm	116 g	810 mAh,  Removable Li-Ion	90 EUR	Mini-SIM	GSM		Class 12	No	No		Proprietary	1.5, A2DP	Stereo FM radio, RDS	Yes
Motorola	TFT		65K	2.4" inc	17.8 cm2	23.8%	320 x 240 px	3.15 MP, Single	0 MP,	Microsoft Windows Mobile 6.1 Standard	None	microSD, up to 16 GB (dedicated slot)	64 MB RAM, 128 MB Flash	- Freescale ARM 7 LTE	117 Х 64 Х 11.7 mm	115 g	1170 mAh,  Removable Li-Ion	150 EUR	Mini-SIM	GSM		Class 10	Yes, with A-GPS	Wi-Fi 802.11 b/g		microUSB 1.1	2.1, A2DP	No	No
Motorola	TFT		256K	2.2" inc	15.0 cm2	29.4%	240 x 320 px	5 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD (dedicated slot)	110 MB, 256 MB ROM	- 500 MHz Freescale MXC275-30	103 Х 49.5 Х 15.2 mm	121 g	810 mAh,  Removable Li-Ion	100 EUR	Mini-SIM	GSM		Class 12	No	Wi-Fi 802.11 b/g, DLNA		microUSB 2.0	2.0, A2DP	Stereo FM radio, RDS	No
Motorola	TFT		256K	2" inc	12.4 cm2	26.2%	240 x 320 px	2 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD (dedicated slot)	64 MB		105 Х 45 Х 17.3 mm	110 g	950 mAh,  Removable Li-Ion	80 EUR	Mini-SIM	GSM		Class 12	No	Wi-Fi 802.11b/g, UMA		miniUSB 2.0	2.0, A2DP	No	No
Motorola	TFT		256K	1.9" inc	11.4 cm2	23.0%	176 x 220 px	2 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD, up to 2 GB (dedicated slot)	30 MB		105 Х 47 Х 15.9 mm	115 g	0 mAh,	80 EUR	Mini-SIM	GSM		Class 12	No	No		2.0	2.0, A2DP	FM radio, RDS	No
Motorola	TFT		256K	2.4" inc	17.8 cm2	29.9%	240 x 320 px	5 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD, up to 4 GB (dedicated slot)	350 MB	- Freescale 500 MHz	118 Х 50.5 Х 12-16 mm	114 g	950 mAh,  Removable Li-Ion	100 EUR	Mini-SIM	GSM		Class 12	No	Wi-Fi 802.11 b/g/i		2.0	2.0, A2DP	FM radio	Yes
Motorola	TFT		65K	2.4" inc	17.8 cm2	22.6%	320 x 240 px	2 MP, Single	0 MP,	Microsoft Windows Mobile 6.0 Standard	None	microSD, up to 8 GB (dedicated slot)	96 MB RAM, 256 MB ROM	- 325 MHz	118 Х 67 Х 11.8 mm	134 g	1170 mAh,  Removable Li-Ion	70 EUR	Mini-SIM	GSM / HSPA	HSPA 3.6/0.384 Mbps	Class 12	Yes (Q 9h global only)	No		microUSB 2.0	2.0, A2DP	No	No
Motorola	TFT		256K	2.2" inc	15.0 cm2	27.5%	240 x 320 px	2 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	No	2 GB		103 Х 53 Х 11.9 mm	117 g	770 mAh,  Removable Li-Ion	120 EUR	Mini-SIM	GSM		Class 10	No	No		microUSB 2.0	2.0, A2DP	No	No
Motorola	TFT		16M	2.2" inc	15.0 cm2	26.9%	240 x 320 px	3.15 MP, Single	0.3 MP, Single	Symbian 9.2, UIQ 3.2	- PowerVR MBX	microSD, up to 8 GB (dedicated slot)	70 MB, 64 MB RAM, 128 MB ROM	- 300 MHz ARM 1136	109.7 Х 50.7 Х 16.8 mm	119 g	1130 mAh,  Removable Li-Ion	150 EUR	Mini-SIM	GSM / HSPA	HSPA 3.6/0.384 Mbps	Class 12	No	No		miniUSB 1.1	2.0, A2DP	No	No
Motorola	TFT		16M	2.2" inc	15.0 cm2	27.5%	240 x 320 px	2 MP, Single	0.3 MP, Single	Symbian 9.2, UIQ 3.1	- PowerVR MBX	microSD (dedicated slot)	77 MB	- 300 MHz ARM 1136	109 Х 50 Х 15 mm	112 g	1030 mAh,  Removable Li-Ion	110 EUR	Mini-SIM	GSM / HSPA	HSPA 3.6/0.384 Mbps	Class 10	No	No		miniUSB 2.0	2.0, A2DP	No	No
Motorola	TFT		256K	2" inc	12.4 cm2	20.3%	320 x 240 px	2 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD (dedicated slot)	2 GB		115 Х 53 Х 10.6 mm	100 g	970 mAh,  Removable Li-Ion	70 EUR	Mini-SIM	GSM		Class 12	No	No		2.0	2.0, A2DP	Stereo FM radio	Yes
Motorola	TFT		256K	2.1" inc	13.7 cm2	28.9%	240 x 320 px	2 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD, up to 1 GB (dedicated slot)	64 MB	- 32-bit Freescale MXC275-30	105 Х 45 Х 16.2 mm	105 g	720 mAh,  Removable Li-Ion	90 EUR	Mini-SIM	GSM		Class 12	No	No		miniUSB 2.0	2.0, A2DP	No	No
Motorola	TFT		256K	2" inc	12.4 cm2	28.3%	240 x 320 px	2 MP, Single	0 MP,	Linux / Java-based MOTOMAGX	None	microSD (dedicated slot)	25 MB		90 Х 48.6 Х 16.4 mm	87.5 g	0 mAh,	70 EUR	Mini-SIM	GSM		Class 12	No	No		2.0	2.0, A2DP	No	No
Motorola	TFT		256K	2" inc	12.4 cm2	23.6%	240 x 320 px	1.3 MP, Single	0 MP,	Linux	None	SD, up to 2 GB	10 MB	- 32-bit Intel XScale PXA270 312 MHz	106 Х 49.5 Х 18 mm	107 g	850 mAh,  Removable Li-Ion	130 EUR	Mini-SIM	GSM		Class 10	No	No		miniUSB 2.0	2.0, A2DP	FM radio	Yes
Motorola	TFT	resistive touchscreen	256K	2.4" inc	17.8 cm2	31.2%	240 x 320 px	2 MP, Single	0 MP,	Linux	None	SD, up to 2 GB	8 MB	- 32-bit Intel XScale PXA270 312 MHz	111 Х 51.5 Х 14.5 mm	121 g	1000 mAh,  Removable Li-Ion	140 EUR	Mini-SIM	GSM		Class 10	No	No		2.0	2.0, A2DP	FM radio	Yes
Motorola	TFT	resistive touchscreen	256K	2.9" inc	24.8 cm2	35.9%	208 x 320 px	2 MP, Single	0.3 MP, Single	Symbian 7.0, UIQ v2.1 UI	None	microSD (dedicated slot)	48 MB	- 168 MHz ARM925T	117 Х 59 Х 19 mm	160 g	0 mAh,	None	Mini-SIM	GSM / UMTS	Yes, 384 kbps	Class 10	Yes, with A-GPS	No		Proprietary	Yes	No	No
Motorola	TFT	resistive touchscreen	256K	2.4" inc	17.8 cm2	36.1%	240 x 320 px	2 MP, Single	0 MP,	Linux	None	microSD (dedicated slot)		- Intel XScale 312MHz	95.7 Х 51.7 Х 21.5 mm	122 g	850 mAh,  Removable Li-Ion	160 EUR	Mini-SIM	GSM		Class 10	No	No		miniUSB	2.0, A2DP	Stereo FM radio	No
Motorola	TFT	resistive touchscreen	65K	0" inc	cm2	%	240 x 320 px	0.3 MP, Single	0 MP,	Linux	None	No	8 MB		101 Х 53 Х 21 mm	120 g	0 mAh,	None	Mini-SIM	GSM		Class 8	No	No		Proprietary	Yes	No	No
Motorola	TFT		256K	0" inc	cm2	%	240 x 320 px	1.3 MP, Single	0 MP,	Linux, JUIX UI	None	microSD (dedicated slot)	10 MB	- Intel XScale	93 Х 51 Х 23 mm	127 g	1000 mAh,  Removable Li-Ion	None	Mini-SIM	GSM		Class 10	No	Wi-Fi 802.11b/g, UMA technology		Proprietary	2.0, A2DP	No	No
Motorola	TFT	resistive touchscreen	65K	2.5" inc	19.4 cm2	33.0%	240 x 320 px	0.3 MP, Single	0 MP,	Linux	None	MMC/SD, up to 2 GB	50 MB	- Intel XScale 300 MHz	109 Х 53.8 Х 20.5 mm	133 g	0 mAh,	None	Mini-SIM	GSM		Class 10	No	No		Proprietary	1.1, A2DP	FM radio	No
Motorola	TFT		256K	2.2" inc	15.0 cm2	31.6%	240 x 320 px	1.3 MP, Single	0 MP,	Linux, JUIX UI	None	microSD (dedicated slot)	10 MB	- Intel XScale	93 Х 51 Х 23 mm	127 g	1000 mAh,  Removable Li-Ion	None	Mini-SIM	GSM		Class 10	No	No		Proprietary	Yes	No	No
Motorola	TFT		65K	2.4" inc	17.8 cm2	24.0%	320 x 240 px	1.3 MP, Single	0 MP,	Microsoft Windows Mobile 6.0 Standard Edition	None	miniSDIO, 128 MB included	40 MB	- 32-bit Intel XScale PXA270 312MHz	116 Х 64 Х 11.5 mm	115 g	1170 mAh,  Removable Li-Ion	150 EUR	Mini-SIM	GSM		Class 10	No	No		miniUSB 1.1	1.2	No	No
Motorola	TFT	resistive touchscreen	65K	2.9" inc	24.8 cm2	37.2%	208 x 320 px	1.3 MP, Single	0.3 MP, Single	Symbian 7.0, UIQ v2.1 UI	None	microSD (dedicated slot)	24 MB	- 168 MHz ARM925T	116 Х 57.5 Х 20 mm	160 g	1600 mAh,  Removable Li-Ion	None	Mini-SIM	GSM / UMTS	Yes, 384 kbps	Class 10	Yes, with A-GPS	No		Proprietary	1.1	No	No
Motorola	TFT	resistive touchscreen	65K	0" inc	cm2	%	240 x 320 px	0.3 MP, Single	0 MP,	Linux	None	No	96 MB	- 206 MHz	100 Х 53 Х 21 mm	120 g	780 mAh,  Removable Li-Ion	None	Mini-SIM	GSM		Class 10	No	No		Proprietary	1.1	No	No
